"","id","kidgen","momage","kidage","homecog","homeemo","occasion","anti","read","kidagetv","kidage6","kidagesq","kidagec","occasion2"
"288",1378,1,26,7.67,11,12,3,0,4.4,13.67,7.67,58.8289,451.217663,9
"289",1386,1,25,7.58,7,12,0,5,2.4,7.58,1.58,2.4964,3.944312,0
"290",1386,1,25,7.58,7,12,2,0,3.3,11.58,5.58,31.1364,173.741112,4
"291",1386,1,25,7.58,7,12,3,0,NA,13.58,7.58,57.4564,435.519512,9
"292",1392,0,26,7.83,4,10,0,2,2.8,7.83,1.83,3.3489,6.128487,0
"293",1392,0,26,7.83,4,10,1,NA,5.1,9.83,3.83,14.6689,56.181887,1
"294",1392,0,26,7.83,4,10,2,0,7.7,11.83,5.83,33.9889,198.155287,4
"295",1392,0,26,7.83,4,10,3,2,6.7,13.83,7.83,61.3089,480.048687,9
"296",1412,1,25,6.33,10,7,0,2,5.6,6.33,0.33,0.1089,0.035937,0
"297",1412,1,25,6.33,10,7,1,3,4.6,8.33,2.33,5.4289,12.649337,1
"298",1412,1,25,6.33,10,7,2,2,6,10.33,4.33,18.7489,81.182737,4
"299",1412,1,25,6.33,10,7,3,2,6.3,12.33,6.33,40.0689,253.636137,9
"300",1419,1,24,6.83,8,8,0,1,1.8,6.83,0.83,0.6889,0.571787,0
"301",1419,1,24,6.83,8,8,1,1,3,8.83,2.83,8.0089,22.665187,1
"302",1422,0,25,6.33,8,8,0,1,1.8,6.33,0.33,0.1089,0.035937,0
"303",1422,0,25,6.33,8,8,1,4,3.8,8.33,2.33,5.4289,12.649337,1
"304",1422,0,25,6.33,8,8,2,1,4.7,10.33,4.33,18.7489,81.182737,4
"305",1456,0,24,6.75,9,11,0,0,2.3,6.75,0.75,0.5625,0.421875,0
"306",1456,0,24,6.75,9,11,1,0,4.4,8.75,2.75,7.5625,20.796875,1
"307",1456,0,24,6.75,9,11,2,2,5.6,10.75,4.75,22.5625,107.171875,4
"308",1456,0,24,6.75,9,11,3,5,7.2,12.75,6.75,45.5625,307.546875,9
"309",1463,1,25,7.08,9,7,0,1,2.2,7.08,1.08,1.1664,1.259712,0
"310",1463,1,25,7.08,9,7,1,2,3.7,9.08,3.08,9.4864,29.218112,1
"311",1463,1,25,7.08,9,7,2,2,4.8,11.08,5.08,25.8064,131.096512,4
"312",1463,1,25,7.08,9,7,3,4,5.4,13.08,7.08,50.1264,354.894912,9
"313",1466,0,24,7.83,10,7,0,1,3.5,7.83,1.83,3.3489,6.128487,0
"314",1466,0,24,7.83,10,7,1,0,4.2,9.83,3.83,14.6689,56.181887,1
"315",1466,0,24,7.83,10,7,2,0,4.9,11.83,5.83,33.9889,198.155287,4
"316",1466,0,24,7.83,10,7,3,3,4.4,13.83,7.83,61.3089,480.048687,9
"317",1491,1,25,6.58,12,11,0,2,2.3,6.58,0.58,0.3364,0.195112,0
"318",1491,1,25,6.58,12,11,1,0,4.2,8.58,2.58,6.6564,17.173512,1
"319",1491,1,25,6.58,12,11,2,1,5.3,10.58,4.58,20.9764,96.071912,4
"320",1491,1,25,6.58,12,11,3,0,5.4,12.58,6.58,43.2964,284.890312,9
"321",1498,1,24,6.58,10,11,0,1,3.8,6.58,0.58,0.3364,0.195112,0
"322",1498,1,24,6.58,10,11,1,3,5.5,8.58,2.58,6.6564,17.173512,1
"323",1498,1,24,6.58,10,11,2,0,7.8,10.58,4.58,20.9764,96.071912,4
"324",1498,1,24,6.58,10,11,3,2,NA,12.58,6.58,43.2964,284.890312,9
"325",1515,1,24,6.5,8,10,0,4,2.1,6.5,0.5,0.25,0.125,0
"326",1515,1,24,6.5,8,10,1,3,3,8.5,2.5,6.25,15.625,1
"327",1515,1,24,6.5,8,10,2,5,3.7,10.5,4.5,20.25,91.125,4
"328",1515,1,24,6.5,8,10,3,4,4.8,12.5,6.5,42.25,274.625,9
"329",1530,1,24,7.17,8,12,0,0,2.7,7.17,1.17,1.3689,1.601613,0
"330",1530,1,24,7.17,8,12,1,0,4.7,9.17,3.17,10.0489,31.855013,1
"331",1530,1,24,7.17,8,12,2,0,5.9,11.17,5.17,26.7289,138.188413,4
"332",1530,1,24,7.17,8,12,3,0,6.9,13.17,7.17,51.4089,368.601813,9
"333",1537,0,24,6.25,6,7,0,1,1.8,6.25,0.25,0.0625,0.015625,0
"334",1537,0,24,6.25,6,7,1,0,3.1,8.25,2.25,5.0625,11.390625,1
"335",1537,0,24,6.25,6,7,2,1,3.7,10.25,4.25,18.0625,76.765625,4
"336",1537,0,24,6.25,6,7,3,2,4.3,12.25,6.25,39.0625,244.140625,9
"337",1550,0,24,7.42,5,8,0,4,3.9,7.42,1.42,2.0164,2.863288,0
"338",1550,0,24,7.42,5,8,1,2,5.1,9.42,3.42,11.6964,40.001688,1
"339",1552,1,25,6,13,8,0,3,1.8,6,0,0,0,0
"340",1552,1,25,6,13,8,1,0,3.5,8,2,4,8,1
"341",1552,1,25,6,13,8,2,3,4.5,10,4,16,64,4
"342",1552,1,25,6,13,8,3,0,5.9,12,6,36,216,9
"343",1559,0,24,8,10,3,0,4,2.3,8,2,4,8,0
"344",1559,0,24,8,10,3,1,4,2.7,10,4,16,64,1
"345",1559,0,24,8,10,3,2,3,4.1,12,6,36,216,4
"346",1559,0,24,8,10,3,3,2,4.4,14,8,64,512,9
"347",1577,1,25,6.67,2,0,0,4,1.8,6.67,0.67,0.4489,0.300763,0
"348",1577,1,25,6.67,2,0,1,8,2.6,8.67,2.67,7.1289,19.034163,1
"349",1577,1,25,6.67,2,0,2,6,3.3,10.67,4.67,21.8089,101.847563,4
"350",1582,0,24,6.33,11,8,0,5,2.3,6.33,0.33,0.1089,0.035937,0
"351",1582,0,24,6.33,11,8,1,1,6,8.33,2.33,5.4289,12.649337,1
"352",1582,0,24,6.33,11,8,2,0,7.8,10.33,4.33,18.7489,81.182737,4
"353",1584,0,25,6.92,12,9,0,0,2.1,6.92,0.92,0.8464,0.778688,0
"354",1584,0,25,6.92,12,9,1,1,3.1,8.92,2.92,8.5264,24.897088,1
"355",1584,0,25,6.92,12,9,2,0,3.9,10.92,4.92,24.2064,119.095488,4
"356",1584,0,25,6.92,12,9,3,1,4.7,12.92,6.92,47.8864,331.373888,9
"357",1599,1,24,6.17,7,9,0,2,1.8,6.17,0.17,0.0289,0.00491299999999999,0
"358",1599,1,24,6.17,7,9,1,7,NA,8.17,2.17,4.7089,10.218313,1
"359",1599,1,24,6.17,7,9,2,NA,2.4,10.17,4.17,17.3889,72.511713,4
"360",1608,1,24,7.42,6,5,0,1,3.8,7.42,1.42,2.0164,2.863288,0
"361",1608,1,24,7.42,6,5,1,4,4.8,9.42,3.42,11.6964,40.001688,1
"362",1608,1,24,7.42,6,5,2,2,NA,11.42,5.42,29.3764,159.220088,4
"363",1608,1,24,7.42,6,5,3,4,7,13.42,7.42,55.0564,408.518488,9
"364",1621,1,25,7.83,11,11,0,0,3.5,7.83,1.83,3.3489,6.128487,0
"365",1621,1,25,7.83,11,11,1,1,4.8,9.83,3.83,14.6689,56.181887,1
"366",1621,1,25,7.83,11,11,2,3,5.4,11.83,5.83,33.9889,198.155287,4
"367",1621,1,25,7.83,11,11,3,3,6.2,13.83,7.83,61.3089,480.048687,9
"368",1639,1,24,6.58,12,9,0,0,1.5,6.58,0.58,0.3364,0.195112,0
"369",1639,1,24,6.58,12,9,1,1,2,8.58,2.58,6.6564,17.173512,1
"370",1639,1,24,6.58,12,9,2,1,NA,10.58,4.58,20.9764,96.071912,4
"371",1639,1,24,6.58,12,9,3,0,2.6,12.58,6.58,43.2964,284.890312,9
"372",1648,1,25,7.25,11,9,0,5,4.1,7.25,1.25,1.5625,1.953125,0
"373",1648,1,25,7.25,11,9,1,2,4.7,9.25,3.25,10.5625,34.328125,1
"374",1648,1,25,7.25,11,9,3,1,6.4,13.25,7.25,52.5625,381.078125,9
"375",1652,0,25,6.83,11,11,0,0,3.6,6.83,0.83,0.6889,0.571787,0
"376",1652,0,25,6.83,11,11,1,1,5.4,8.83,2.83,8.0089,22.665187,1
"377",1652,0,25,6.83,11,11,2,0,6.2,10.83,4.83,23.3289,112.678587,4
"378",1652,0,25,6.83,11,11,3,0,7.7,12.83,6.83,46.6489,318.611987,9
"379",1659,1,25,6.42,8,9,0,0,3.7,6.42,0.42,0.1764,0.074088,0
"380",1659,1,25,6.42,8,9,1,0,5.2,8.42,2.42,5.8564,14.172488,1
"381",1659,1,25,6.42,8,9,2,3,5.7,10.42,4.42,19.5364,86.350888,4
"382",1659,1,25,6.42,8,9,3,2,7.8,12.42,6.42,41.2164,264.609288,9
"383",1665,0,24,8,5,11,0,0,4.3,8,2,4,8,0
"384",1665,0,24,8,5,11,1,4,5,10,4,16,64,1
"385",1665,0,24,8,5,11,2,5,5.3,12,6,36,216,4
"386",1665,0,24,8,5,11,3,3,6.7,14,8,64,512,9
"387",1666,1,24,7.58,7,11,0,2,4.7,7.58,1.58,2.4964,3.944312,0
"388",1666,1,24,7.58,7,11,1,3,5.3,9.58,3.58,12.8164,45.882712,1
"389",1666,1,24,7.58,7,11,2,4,6.1,11.58,5.58,31.1364,173.741112,4
"390",1666,1,24,7.58,7,11,3,3,7,13.58,7.58,57.4564,435.519512,9
"391",1682,0,24,6.5,7,5,0,2,1.8,6.5,0.5,0.25,0.125,0
"392",1682,0,24,6.5,7,5,1,1,2.9,8.5,2.5,6.25,15.625,1
"393",1682,0,24,6.5,7,5,3,1,4.2,12.5,6.5,42.25,274.625,9
"394",1700,1,24,6.17,5,5,0,0,1.8,6.17,0.17,0.0289,0.00491299999999999,0
"395",1700,1,24,6.17,5,5,1,4,4.5,8.17,2.17,4.7089,10.218313,1
"396",1700,1,24,6.17,5,5,2,10,5.6,10.17,4.17,17.3889,72.511713,4
"397",1700,1,24,6.17,5,5,3,7,5.8,12.17,6.17,38.0689,234.885113,9
"398",1741,1,23,6.83,10,4,0,2,2.1,6.83,0.83,0.6889,0.571787,0
"399",1741,1,23,6.83,10,4,1,2,3.5,8.83,2.83,8.0089,22.665187,1
"400",1741,1,23,6.83,10,4,2,3,4.5,10.83,4.83,23.3289,112.678587,4
"401",1741,1,23,6.83,10,4,3,2,5.1,12.83,6.83,46.6489,318.611987,9
"402",1756,1,23,7.58,8,7,0,3,2.4,7.58,1.58,2.4964,3.944312,0
"403",1756,1,23,7.58,8,7,1,5,3.7,9.58,3.58,12.8164,45.882712,1
"404",1756,1,23,7.58,8,7,2,5,4.7,11.58,5.58,31.1364,173.741112,4
"405",1756,1,23,7.58,8,7,3,3,5.5,13.58,7.58,57.4564,435.519512,9
"406",1763,0,23,6.75,6,6,0,1,2.6,6.75,0.75,0.5625,0.421875,0
"407",1763,0,23,6.75,6,6,1,1,5.2,8.75,2.75,7.5625,20.796875,1
"408",1763,0,23,6.75,6,6,2,4,NA,10.75,4.75,22.5625,107.171875,4
"409",1763,0,23,6.75,6,6,3,3,NA,12.75,6.75,45.5625,307.546875,9
"410",1810,0,23,6.42,8,6,0,3,2.1,6.42,0.42,0.1764,0.074088,0
"411",1810,0,23,6.42,8,6,1,2,2.3,8.42,2.42,5.8564,14.172488,1
"412",1828,1,24,6.75,9,7,0,1,2.5,6.75,0.75,0.5625,0.421875,0
"413",1828,1,24,6.75,9,7,1,6,4.7,8.75,2.75,7.5625,20.796875,1
"414",1828,1,24,6.75,9,7,2,2,5.3,10.75,4.75,22.5625,107.171875,4
"415",1828,1,24,6.75,9,7,3,3,5.5,12.75,6.75,45.5625,307.546875,9
"416",1830,0,24,6.08,9,7,0,1,1.9,6.08,0.0800000000000001,0.00640000000000001,0.000512000000000001,0
"417",1830,0,24,6.08,9,7,1,0,5.5,8.08,2.08,4.3264,8.998912,1
"418",1830,0,24,6.08,9,7,2,2,5.5,10.08,4.08,16.6464,67.917312,4
"419",1830,0,24,6.08,9,7,3,0,5.5,12.08,6.08,36.9664,224.755712,9
"420",1836,0,23,8,4,3,0,1,2.1,8,2,4,8,0
"421",1836,0,23,8,4,3,1,1,2.5,10,4,16,64,1
"422",1836,0,23,8,4,3,2,2,3.1,12,6,36,216,4
"423",1836,0,23,8,4,3,3,1,3.4,14,8,64,512,9
"424",1843,0,24,7.5,9,11,0,2,2.3,7.5,1.5,2.25,3.375,0
"425",1843,0,24,7.5,9,11,1,1,3.3,9.5,3.5,12.25,42.875,1
"426",1843,0,24,7.5,9,11,2,4,3.3,11.5,5.5,30.25,166.375,4
"427",1848,1,23,6,12,10,0,0,1.8,6,0,0,0,0
"428",1848,1,23,6,12,10,1,0,2.5,8,2,4,8,1
"429",1848,1,23,6,12,10,2,0,4,10,4,16,64,4
"430",1848,1,23,6,12,10,3,0,4.1,12,6,36,216,9
"431",1886,1,24,6.58,3,5,0,1,3,6.58,0.58,0.3364,0.195112,0
"432",1886,1,24,6.58,3,5,1,2,3.8,8.58,2.58,6.6564,17.173512,1
"433",1886,1,24,6.58,3,5,2,1,4.5,10.58,4.58,20.9764,96.071912,4
"434",1886,1,24,6.58,3,5,3,1,5.5,12.58,6.58,43.2964,284.890312,9
"435",1888,0,24,7.25,6,7,0,0,2.5,7.25,1.25,1.5625,1.953125,0
"436",1888,0,24,7.25,6,7,1,0,2.6,9.25,3.25,10.5625,34.328125,1
"437",1888,0,24,7.25,6,7,2,0,3.7,11.25,5.25,27.5625,144.703125,4
"438",1888,0,24,7.25,6,7,3,0,3.5,13.25,7.25,52.5625,381.078125,9
"439",1926,1,24,6.08,6,5,0,2,1.7,6.08,0.0800000000000001,0.00640000000000001,0.000512000000000001,0
"440",1926,1,24,6.08,6,5,1,2,2.2,8.08,2.08,4.3264,8.998912,1
"441",1926,1,24,6.08,6,5,2,0,NA,10.08,4.08,16.6464,67.917312,4
"442",1934,1,23,7.42,10,3,0,7,3.2,7.42,1.42,2.0164,2.863288,0
"443",1934,1,23,7.42,10,3,1,5,5.5,9.42,3.42,11.6964,40.001688,1
"444",1934,1,23,7.42,10,3,2,5,5.6,11.42,5.42,29.3764,159.220088,4
"445",1934,1,23,7.42,10,3,3,4,4.9,13.42,7.42,55.0564,408.518488,9
"446",1940,0,23,6.42,4,6,0,0,1.9,6.42,0.42,0.1764,0.074088,0
"447",1940,0,23,6.42,4,6,1,6,2.8,8.42,2.42,5.8564,14.172488,1
"448",1940,0,23,6.42,4,6,2,3,3.3,10.42,4.42,19.5364,86.350888,4
"449",1940,0,23,6.42,4,6,3,3,3.6,12.42,6.42,41.2164,264.609288,9
"450",1969,1,24,6.42,12,10,0,1,1.8,6.42,0.42,0.1764,0.074088,0
"451",1969,1,24,6.42,12,10,1,5,4.8,8.42,2.42,5.8564,14.172488,1
"452",1969,1,24,6.42,12,10,2,2,6.5,10.42,4.42,19.5364,86.350888,4
"453",1969,1,24,6.42,12,10,3,2,6.8,12.42,6.42,41.2164,264.609288,9
"454",1975,1,23,6.83,7,9,0,4,2.4,6.83,0.83,0.6889,0.571787,0
"455",1975,1,23,6.83,7,9,1,3,3.8,8.83,2.83,8.0089,22.665187,1
"456",1975,1,23,6.83,7,9,2,4,4.7,10.83,4.83,23.3289,112.678587,4
"457",1975,1,23,6.83,7,9,3,4,5.2,12.83,6.83,46.6489,318.611987,9
"458",1996,1,24,7.25,10,11,0,3,1.8,7.25,1.25,1.5625,1.953125,0
"459",1996,1,24,7.25,10,11,1,1,4.1,9.25,3.25,10.5625,34.328125,1
"460",1996,1,24,7.25,10,11,2,0,5.3,11.25,5.25,27.5625,144.703125,4
"461",1996,1,24,7.25,10,11,3,NA,7.9,13.25,7.25,52.5625,381.078125,9
"462",2025,1,23,6.67,12,10,0,4,2.9,6.67,0.67,0.4489,0.300763,0
"463",2025,1,23,6.67,12,10,1,4,2.9,8.67,2.67,7.1289,19.034163,1
"464",2025,1,23,6.67,12,10,2,8,4.5,10.67,4.67,21.8089,101.847563,4
"465",2031,0,23,7.42,6,7,0,3,2.8,7.42,1.42,2.0164,2.863288,0
"466",2031,0,23,7.42,6,7,1,9,3.8,9.42,3.42,11.6964,40.001688,1
"467",2031,0,23,7.42,6,7,2,4,4.3,11.42,5.42,29.3764,159.220088,4
"468",2031,0,23,7.42,6,7,3,7,5,13.42,7.42,55.0564,408.518488,9
"469",2039,1,23,6,6,6,0,0,1.7,6,0,0,0,0
"470",2039,1,23,6,6,6,1,3,4.2,8,2,4,8,1
"471",2058,1,24,6.75,5,7,0,1,3.5,6.75,0.75,0.5625,0.421875,0
"472",2058,1,24,6.75,5,7,1,0,4.2,8.75,2.75,7.5625,20.796875,1
"473",2058,1,24,6.75,5,7,2,2,5.9,10.75,4.75,22.5625,107.171875,4
"474",2058,1,24,6.75,5,7,3,4,6.3,12.75,6.75,45.5625,307.546875,9
"475",2069,1,24,6,7,9,0,1,1.7,6,0,0,0,0
"476",2069,1,24,6,7,9,1,2,2.6,8,2,4,8,1
"477",2069,1,24,6,7,9,2,3,3.1,10,4,16,64,4
"478",2069,1,24,6,7,9,3,2,3.5,12,6,36,216,9
"479",2199,0,22,6.25,6,7,0,0,1.8,6.25,0.25,0.0625,0.015625,0
"480",2199,0,22,6.25,6,7,1,0,2.7,8.25,2.25,5.0625,11.390625,1
"481",2199,0,22,6.25,6,7,2,1,3.5,10.25,4.25,18.0625,76.765625,4
"482",2199,0,22,6.25,6,7,3,0,3.7,12.25,6.25,39.0625,244.140625,9
"483",2201,1,22,7.25,11,10,0,0,3.7,7.25,1.25,1.5625,1.953125,0
"484",2201,1,22,7.25,11,10,1,0,5.9,9.25,3.25,10.5625,34.328125,1
"485",2201,1,22,7.25,11,10,2,0,6.1,11.25,5.25,27.5625,144.703125,4
"486",2201,1,22,7.25,11,10,3,0,8.3,13.25,7.25,52.5625,381.078125,9
"487",2271,1,22,6.75,11,7,0,2,3.1,6.75,0.75,0.5625,0.421875,0
"488",2271,1,22,6.75,11,7,1,2,NA,8.75,2.75,7.5625,20.796875,1
"489",2271,1,22,6.75,11,7,2,4,5.5,10.75,4.75,22.5625,107.171875,4
"490",2271,1,22,6.75,11,7,3,5,6.2,12.75,6.75,45.5625,307.546875,9
"491",2287,0,22,7.92,2,5,0,3,3.5,7.92,1.92,3.6864,7.077888,0
"492",2287,0,22,7.92,2,5,1,1,4.5,9.92,3.92,15.3664,60.236288,1
"493",2287,0,22,7.92,2,5,2,2,4.8,11.92,5.92,35.0464,207.474688,4
"494",2287,0,22,7.92,2,5,3,3,NA,13.92,7.92,62.7264,496.793088,9
"495",2291,0,22,6.5,8,12,0,5,1.6,6.5,0.5,0.25,0.125,0
"496",2291,0,22,6.5,8,12,1,2,2.2,8.5,2.5,6.25,15.625,1
"497",2291,0,22,6.5,8,12,2,1,NA,10.5,4.5,20.25,91.125,4
"498",2291,0,22,6.5,8,12,3,2,2.7,12.5,6.5,42.25,274.625,9
"499",2375,0,23,6,11,9,0,0,2,6,0,0,0,0
"500",2375,0,23,6,11,9,1,1,3.3,8,2,4,8,1
"501",2375,0,23,6,11,9,2,1,4,10,4,16,64,4
"502",2375,0,23,6,11,9,3,1,4.7,12,6,36,216,9
"503",2376,1,23,6.58,7,10,0,2,2,6.58,0.58,0.3364,0.195112,0
"504",2376,1,23,6.58,7,10,1,1,2.3,8.58,2.58,6.6564,17.173512,1
"505",2376,1,23,6.58,7,10,2,0,3.9,10.58,4.58,20.9764,96.071912,4
"506",2376,1,23,6.58,7,10,3,2,4.5,12.58,6.58,43.2964,284.890312,9
"507",2396,1,22,6.67,6,3,0,3,2,6.67,0.67,0.4489,0.300763,0
"508",2396,1,22,6.67,6,3,1,1,3,8.67,2.67,7.1289,19.034163,1
"509",2396,1,22,6.67,6,3,3,0,5.8,12.67,6.67,44.4889,296.740963,9
"510",2454,0,22,6.17,12,10,0,0,2,6.17,0.17,0.0289,0.00491299999999999,0
"511",2454,0,22,6.17,12,10,1,0,3.6,8.17,2.17,4.7089,10.218313,1
"512",2454,0,22,6.17,12,10,2,2,4.6,10.17,4.17,17.3889,72.511713,4
"513",2454,0,22,6.17,12,10,3,0,5.5,12.17,6.17,38.0689,234.885113,9
"514",2480,0,21,6.5,9,7,0,6,1.8,6.5,0.5,0.25,0.125,0
"515",2480,0,21,6.5,9,7,1,2,2.5,8.5,2.5,6.25,15.625,1
"516",2480,0,21,6.5,9,7,2,7,2.9,10.5,4.5,20.25,91.125,4
"517",2480,0,21,6.5,9,7,3,3,3.5,12.5,6.5,42.25,274.625,9
"518",2601,0,22,7.67,9,7,0,4,4.8,7.67,1.67,2.7889,4.657463,0
"519",2601,0,22,7.67,9,7,1,2,5.3,9.67,3.67,13.4689,49.430863,1
"520",2601,0,22,7.67,9,7,2,0,6.4,11.67,5.67,32.1489,182.284263,4
"521",2601,0,22,7.67,9,7,3,0,NA,13.67,7.67,58.8289,451.217663,9
"522",2635,1,21,7,8,7,0,2,2,7,1,1,1,0
"523",2635,1,21,7,8,7,1,6,2.6,9,3,9,27,1
"524",2635,1,21,7,8,7,3,5,3.9,13,7,49,343,9
"525",2655,0,22,6.08,7,4,0,6,2,6.08,0.0800000000000001,0.00640000000000001,0.000512000000000001,0
"526",2655,0,22,6.08,7,4,1,2,4.8,8.08,2.08,4.3264,8.998912,1
"527",2655,0,22,6.08,7,4,2,0,NA,10.08,4.08,16.6464,67.917312,4
"528",2655,0,22,6.08,7,4,3,1,6.3,12.08,6.08,36.9664,224.755712,9
"529",2678,0,28,8,9,11,0,2,4.5,8,2,4,8,0
"530",2678,0,28,8,9,11,1,3,5.8,10,4,16,64,1
"531",2678,0,28,8,9,11,2,6,7.6,12,6,36,216,4
"532",2678,0,28,8,9,11,3,5,8,14,8,64,512,9
"533",2696,1,29,7.67,4,8,0,4,2,7.67,1.67,2.7889,4.657463,0
"534",2696,1,29,7.67,4,8,1,NA,3.5,9.67,3.67,13.4689,49.430863,1
"535",2696,1,29,7.67,4,8,2,2,4.3,11.67,5.67,32.1489,182.284263,4
"536",2696,1,29,7.67,4,8,3,0,NA,13.67,7.67,58.8289,451.217663,9
"537",2716,0,28,6.67,9,12,0,2,3.5,6.67,0.67,0.4489,0.300763,0
"538",2716,0,28,6.67,9,12,1,3,5,8.67,2.67,7.1289,19.034163,1
"539",2716,0,28,6.67,9,12,2,2,5.5,10.67,4.67,21.8089,101.847563,4
"540",2716,0,28,6.67,9,12,3,0,7.7,12.67,6.67,44.4889,296.740963,9
"541",2720,1,28,7.92,9,9,0,5,1.8,7.92,1.92,3.6864,7.077888,0
"542",2720,1,28,7.92,9,9,1,1,3.6,9.92,3.92,15.3664,60.236288,1
"543",2720,1,28,7.92,9,9,2,6,4.3,11.92,5.92,35.0464,207.474688,4
"544",2720,1,28,7.92,9,9,3,4,5.1,13.92,7.92,62.7264,496.793088,9
"545",2724,1,28,6.42,9,5,0,9,1.8,6.42,0.42,0.1764,0.074088,0
"546",2724,1,28,6.42,9,5,1,8,3.4,8.42,2.42,5.8564,14.172488,1
"547",2724,1,28,6.42,9,5,2,10,NA,10.42,4.42,19.5364,86.350888,4
"548",2724,1,28,6.42,9,5,3,9,4.9,12.42,6.42,41.2164,264.609288,9
"549",2780,0,29,6.83,12,8,0,3,2.4,6.83,0.83,0.6889,0.571787,0
"550",2780,0,29,6.83,12,8,1,0,5.4,8.83,2.83,8.0089,22.665187,1
"551",2780,0,29,6.83,12,8,2,0,6.5,10.83,4.83,23.3289,112.678587,4
"552",2780,0,29,6.83,12,8,3,0,7.7,12.83,6.83,46.6489,318.611987,9
"553",2781,1,28,7.92,11,12,0,3,4.2,7.92,1.92,3.6864,7.077888,0
"554",2781,1,28,7.92,11,12,1,4,6.2,9.92,3.92,15.3664,60.236288,1
"555",2781,1,28,7.92,11,12,2,1,5.8,11.92,5.92,35.0464,207.474688,4
"556",2781,1,28,7.92,11,12,3,1,6.1,13.92,7.92,62.7264,496.793088,9
"557",2810,0,28,6.83,11,12,0,2,3.2,6.83,0.83,0.6889,0.571787,0
"558",2810,0,28,6.83,11,12,1,2,4.7,8.83,2.83,8.0089,22.665187,1
"559",2810,0,28,6.83,11,12,2,0,6.4,10.83,4.83,23.3289,112.678587,4
"560",2810,0,28,6.83,11,12,3,0,7.4,12.83,6.83,46.6489,318.611987,9
"561",2833,1,28,7.58,10,9,0,1,2.1,7.58,1.58,2.4964,3.944312,0
"562",2833,1,28,7.58,10,9,2,0,4.2,11.58,5.58,31.1364,173.741112,4
"563",2833,1,28,7.58,10,9,3,0,NA,13.58,7.58,57.4564,435.519512,9
"564",2884,1,28,7.58,11,13,0,4,3.3,7.58,1.58,2.4964,3.944312,0
"565",2884,1,28,7.58,11,13,1,3,4.9,9.58,3.58,12.8164,45.882712,1
